output_file,policy_id,accuracy
test_policy.json,    "policy": {,}
ArccaGAFunctions.py,from ARCCAPythonTool import ArccaTool,results:
PsoAugment.py,,print(technique)
create_thresholded_policy.py,import os,f:
output_check.py,,f:
genetic_augment_math_analysis.py,import numpy as np,f.write("\n".join(results_rows))
output-2859771.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00002,0.7272
output-2854391.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00033_00005,0.7272
output-2851395.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00021_00008,0.7272
output-2854986.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00043_00005,0.7272
output-2866287.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00085_00003,0.7272
output-2850710.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00007_00004,0.7272
output-2855629.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00051_00008,0.7272
output-2855588.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00051_00001,0.7272
output-2855291.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00046_00001,0.7272
output-2864521.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00078_00008,0.7272
output-2852850.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00025_00002,0.7272
output-2866115.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00084_00003,0.7272
output-2851203.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00019_00003,0.7271
output-2855453.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00048_00003,0.7271
output-2855127.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00045_00005,0.7271
output-2850310.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00009,0.7271
output-2851051.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00015_00004,0.7271
output-2847276.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00000_00007,0.7271
output-2867175.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00093_00001,0.7271
output-2863721.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00071_00008,0.7271
output-2864783.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00079_00008,0.7271
output-2850823.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00010_00002,0.727
output-2847834.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00001_00006,0.727
output-2851027.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00015_00000,0.727
output-2850701.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00007_00007,0.727
output-2850681.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00007_00003,0.727
output-2854237.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00029_00009,0.727
output-2854153.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00028_00006,0.727
output-2859863.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00060_00006,0.727
output-2866519.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00087_00002,0.7269
output-2866492.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00087_00008,0.7269
output-2850739.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00006,0.7269
output-2865200.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00079_00004,0.7269
output-2866320.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00085_00000,0.7268
output-2850302.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00001,0.7268
output-2855167.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00045_00003,0.7268
output-2852517.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00024_00009,0.7268
output-2863642.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00070_00008,0.7268
output-2850724.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00005,0.7268
output-2863912.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00073_00004,0.7268
output-2867042.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00092_00006,0.7268
output-2865493.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00079_00002,0.7267
output-2851077.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00016_00000,0.7267
output-2856651.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00000,0.7267
output-2855394.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00048_00004,0.7266
output-2850607.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00005,0.7266
output-2848038.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00002_00007,0.7266
output-2860345.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00066_00008,0.7266
output-2850641.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00006_00001,0.7266
output-2850926.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00012_00001,0.7266
output-2854989.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00043_00008,0.7265
output-2855856.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00057_00003,0.7265
output-2862051.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00068_00005,0.7265
output-2855812.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00056_00006,0.7265
output-2854559.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00039_00003,0.7265
output-2850749.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00004,0.7265
output-2850896.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00011_00009,0.7265
output-2855821.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00056_00005,0.7264
output-2851221.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00020_00006,0.7263
output-2850811.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00010_00004,0.7263
output-2848423.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00004,0.7263
output-2855786.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00055_00007,0.7263
output-2850714.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00007_00008,0.7263
output-2854595.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00040_00009,0.7263
output-2864432.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00077_00000,0.7263
output-2854382.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00033_00007,0.7263
output-2850722.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00003,0.7262
output-2854526.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00038_00000,0.7262
output-2855483.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00049_00003,0.7262
output-2863785.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00071_00002,0.7262
output-2853832.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00026_00002,0.7262
output-2848086.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00003_00009,0.7262
output-2854728.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00042_00008,0.7262
output-2859505.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00003,0.7262
output-2848155.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00003_00000,0.7262
output-2865198.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00079_00002,0.7262
output-2866039.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00083_00005,0.7262
output-2859758.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00003,0.7262
output-2850846.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00010_00006,0.7261
output-2854363.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00032_00009,0.7261
output-2860219.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00065_00009,0.7261
output-2850726.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00007,0.7261
output-2864648.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00078_00006,0.7261
output-2851412.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00022_00003,0.726
output-2864651.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00078_00009,0.726
output-2854506.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00037_00000,0.726
output-2866052.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00083_00005,0.726
output-2867213.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00093_00006,0.726
output-2854606.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00040_00000,0.726
output-2855480.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00049_00000,0.726
output-2848300.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00008,0.7259
output-2854569.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00039_00003,0.7259
output-2851238.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00020_00005,0.7259
output-2867010.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00091_00007,0.7259
output-2855528.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00049_00008,0.7259
output-2864258.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00076_00006,0.7259
output-2851206.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00019_00006,0.7259
output-2856548.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00057_00009,0.7258
output-2854485.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00036_00009,0.7258
output-2864212.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00076_00008,0.7258
output-2867610.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00095_00008,0.7258
output-2855317.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00047_00002,0.7258
output-2855209.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00045_00006,0.7258
output-2854324.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00031_00007,0.7257
output-2867209.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00093_00002,0.7257
output-2860057.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00064_00002,0.7256
output-2859889.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00061_00003,0.7256
output-2864012.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00074_00004,0.7256
output-2851393.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00021_00006,0.7256
output-2855578.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00050_00007,0.7256
output-2855769.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00055_00007,0.7256
output-2863943.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00073_00005,0.7255
output-2851409.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00022_00000,0.7255
output-2854450.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00035_00004,0.7255
output-2854458.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00035_00002,0.7255
output-2854347.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00032_00003,0.7255
output-2850622.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00002,0.7255
output-2855456.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00048_00006,0.7255
output-2855671.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00052_00007,0.7255
output-2860061.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00064_00006,0.7254
output-2851115.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00017_00008,0.7254
output-2848299.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00007,0.7254
output-2854469.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00036_00003,0.7254
output-2854252.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00030_00006,0.7254
output-2856601.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00058_00003,0.7254
output-2855854.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00057_00001,0.7254
output-2854550.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00038_00004,0.7253
output-2868176.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00098_00004,0.7253
output-2866614.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00088_00000,0.7253
output-2850594.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00008,0.7253
output-2863848.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00072_00001,0.7253
output-2866649.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00088_00001,0.7253
output-2855229.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00046_00002,0.7253
output-2856800.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00003,0.7252
output-2854449.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00035_00003,0.7252
output-2848158.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00003_00003,0.7252
output-2850752.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00008_00007,0.7252
output-2851196.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00019_00009,0.7252
output-2856672.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00059_00003,0.7252
output-2867975.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00097_00004,0.7252
output-2865195.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00079_00000,0.7252
output-2863638.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00070_00004,0.7252
output-2866896.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00090_00006,0.7252
output-2863551.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00069_00000,0.7251
output-2850944.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00012_00009,0.7251
output-2851125.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00018_00008,0.7251
output-2847878.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00001_00002,0.7251
output-2867836.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00096_00003,0.7251
output-2853575.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00026_00009,0.7251
output-2866657.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00088_00009,0.7251
output-2850786.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00009_00005,0.7251
output-2866402.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00086_00004,0.725
output-2855836.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00056_00005,0.725
output-2847786.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00000_00004,0.725
output-2855665.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00052_00001,0.725
output-2860101.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00064_00002,0.725
output-2860068.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00064_00003,0.725
output-2854459.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00035_00003,0.725
output-2864438.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00077_00006,0.725
output-2850591.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00005,0.725
output-2855352.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00047_00007,0.7249
output-2854653.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00041_00009,0.7249
output-2853148.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00025_00006,0.7249
output-2851348.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00021_00006,0.7248
output-2854549.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00038_00003,0.7248
output-2859936.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00062_00004,0.7248
output-2861826.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00066_00003,0.7248
output-2851000.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00014_00003,0.7248
output-2850648.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00006_00008,0.7248
output-2860141.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00065_00008,0.7248
output-2866554.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00087_00002,0.7247
output-2848078.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00003_00001,0.7247
output-2866404.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00086_00006,0.7247
output-2851055.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00015_00008,0.7247
output-2854423.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00034_00007,0.7247
output-2855041.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00044_00001,0.7246
output-2855692.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00053_00007,0.7246
output-2854370.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00032_00006,0.7246
output-2866729.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00089_00003,0.7246
output-2854471.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00036_00005,0.7246
output-2850626.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00006,0.7246
output-2855228.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00046_00001,0.7246
output-2860904.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00066_00002,0.7245
output-2848293.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00004_00001,0.7245
output-2862050.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00068_00004,0.7245
output-2851411.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00022_00002,0.7245
output-2855688.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00053_00003,0.7245
output-2860135.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00065_00002,0.7245
output-2850678.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00007_00000,0.7244
output-2854398.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00033_00002,0.7244
output-2866324.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00085_00004,0.7244
output-2867085.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00092_00009,0.7244
output-2855800.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00055_00006,0.7244
output-2847656.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00000_00008,0.7244
output-2864478.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00077_00007,0.7243
output-2866967.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00091_00003,0.7243
output-2854533.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00038_00007,0.7243
output-2851655.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00023_00006,0.7243
output-2855767.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00055_00005,0.7242
output-2854399.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00033_00003,0.7242
output-2855748.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00054_00009,0.7242
output-2863849.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00072_00002,0.7242
output-2854574.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00039_00008,0.7242
output-2854422.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00034_00006,0.7241
output-2863636.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00070_00002,0.7241
output-2851889.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00023_00003,0.7241
output-2859860.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00060_00003,0.7241
output-2865883.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00082_00003,0.7241
output-2850592.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00005_00006,0.7241
output-2867302.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00094_00000,0.7241
output-2850645.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00006_00005,0.7241
output-2851061.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00016_00004,0.7241
output-2863855.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00072_00008,0.7241
output-2855509.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00049_00009,0.7241
output-2854499.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00037_00003,0.7241
output-2854461.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00035_00005,0.7241
output-2868014.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00097_00002,0.724
output-2851145.o,policy_id: AutoAugmentBasedPopulation_exp_0001_20e_10p_25-2_00018_00004,0.724
